Kode SDS,Nama Data,,Konsep,,Definisi,Penyajian,Isian,Ukuran,Satuan,,
32010045,Produk Domestik Regional Bruto (PDRB) Atas Dasar Harga Konstan (ADHK),,[K01776] Produk Domestik Regional Bruto (PDRB);,,"Nilai tambah bruto barang dan jasa yang diproduksi di suatu wilayah (provinsi/kabupaten/kota), dengan","[32010026] Wilayah;
[22020004] Jenis
Lapangan Usaha;",-,Nilai,miliar rupiah,,
,,,,,nilai barang dan jasa dihitung pada harga tahun dasar.,,,,,,
32010026,Wilayah,,[K02323] Wilayah; [K00940] Wilayah Kerja Statistik;,,Ruang yang merupakan kesatuan geografis beserta segenap unsur terkait yang batas dan sistemnya ditentukan berdasarkan aspek administratif dan/atau aspek fungsional.,-,-,-,-,,
33110013,Garis Kemiskinan,,[K00847] Kemiskinan;,,Nilai rupiah minimum yang dibutuhkan untuk memenuhi kebutuhan pokok minimun makanan yang setara dengan 2.100 kkal per kapita per hari dan kebutuhan pokok bukan makanan.,[32010026] Wilayah;,-,Nilai,rupiah,,
33110014,Indeks Kedalaman Kemiskinan/Poverty Gap Index (P1),,[K00847] Kemiskinan;,,"Ukuran rata-rata kesenjangan pengeluaran tiap-tiap penduduk miskin terhadap garis kemiskinan, yang ditunjukkan dengan  jarak rata- rata pengeluaran  penduduk miskin dengan garis kemiskinan.",[32010026] Wilayah;,-,Indeks,-,,
33110015,Indeks Keparahan Kemiskinan/Poverty Severity Index (P2),,[K01479] Penduduk Miskin;,,Gambaran mengenai penyebaran pengeluaran di antara penduduk miskin yang mengindikasikan besarnya ketimpangan yang terjadi antar-penduduk miskin.,[32010026] Wilayah;,-,Indeks,-,,
33110001,Indeks Pembangunan Manusia (IPM),,"[K01386]
Pembangunan Manusia;",,"Indeks komposit yang mengukur pembangunan manusia dari tiga aspek dasar, meliputi umur panjang dan hidup sehat, pengetahuan, dan standar hidup.","[32010026] Wilayah;
[33220007] Jenis
Kelamin;",-,Indeks,-,,
33110002,Indikator Kemiskinan Multidimensi (IKM),,[K00847] Kemiskinan; [K01479] Penduduk Miskin;,,"Angka yang menggambarkan kondisi kemiskinan yang tidak hanya berdasarkan dimensi pendapatan dan pengeluaran, namun mencakup pula dimensi pendidikan, kesehatan, dan standar hidup.",[32010026] Wilayah;,-,Indeks,-,,
33110016,Jumlah Anak Sekolah pada Keluarga Miskin yang Tidak Memiliki Akses Internet,,"[K00094] Anak
Sekolah;
[K00831] Keluarga Miskin;
[K00618] Internet;",,Banyaknya anak pada keluarga miskin yang bersekolah yang tidak memiliki akses internet.,[32010026] Wilayah;,-,Total,orang,,
33110017,Jumlah Keluarga Miskin yang Memiliki Ternak,,"[K00831] Keluarga Miskin;
[K02197] Ternak;",,Banyaknya keluarga miskin yang memiliki aset ternak  besar minimal seekor sapi/kerbau/kuda/babi/ domba.,"[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Total,keluarga,,
33110018,Jumlah Penduduk Miskin,,[K01479] Penduduk Miskin;,,"Banyaknya penduduk yang tidak mampu memenuhi hak dasar (hak atas pangan, sandang, layanan kesehatan, layanan pendidikan, pekerjaan dan berusaha, dan/atau perumahan) secara layak dan mandiri dan memiliki rata- rata pengeluaran per kapita sebulan di bawah garis kemiskinan.",[32010026] Wilayah;,-,Total,orang,,
33110008,Persentase Anak Berumur 0—17 Tahun yang Hidup di Bawah Garis Kemiskinan,,"[K00091] Anak;
[K00847] Kemiskinan; [K01479] Penduduk Miskin;",,"Bagian dari populasi anak berumur 0—17 tahun yang tinggal di rumah tangga yang mengalami kesulitan dalam pemenuhan kebutuhan dasar (sandang, pangan, dan papan) sehari- hari.",[32010026] Wilayah;,-,Persentase,persen,,
33110019,Persentase Pekerja yang Hidup di Bawah Garis Kemiskinan Internasional,,[K01306] Pekerja; [K01479] Penduduk Miskin;,,Bagian dari seluruh pekerja dengan konsumsi perkapita kurang dari satu satuan kesepadanan/paritas daya beli atau purchasing power parity  (PPP).,[32010026] Wilayah;,-,Persentase,persen,,
33110020,Persentase Penduduk Miskin,,[K01479] Penduduk Miskin;,,"Bagian dari populasi penduduk yang tidak mampu memenuhi hak dasar (hak atas pangan, sandang, layanan kesehatan, layanan pendidikan, pekerjaan dan berusaha, dan/atau perumahan) secara layak dan mandiri dan memiliki rata-rata pengeluaran",[32010026] Wilayah;,-,Persentase,persen,,
,,,,,per kapita sebulan di bawah garis kemiskinan.,,,,,,
33110009,Persentase Penduduk yang Hidup di Bawah Garis Kemiskinan Internasional,,[K01476] Penduduk; [K00847] Kemiskinan; [K01479] Penduduk Miskin;,,Bagian dari populasi penduduk yang memiliki pendapatan kurang dari nilai batas garis kemiskinan internasional yang ditetapkan pada periode tertentu.,[32010026] Wilayah;,-,Persentase,persen,,
33110011,Persentase Rumah Tangga yang Memiliki Akses terhadap Hunian yang Layak,,[K01925] Rumah Tangga; [K01915] Rumah Layak Huni;,,"Bagian dari populasi rumah tangga yang tinggal pada bangunan tempat tinggal yang layak yang dicirikan dengan pemenuhan kriteria ketahanan bangunan, kecukupan luas tempat tinggal, memiliki akses air minum, dan memiliki akses sanitasi layak.","[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;
[33220007] Jenis
Kelamin;",-,Persentase,persen,,
33110012,Rasio Gini,,[K01536] Pengeluaran;,,Indikator yang menunjukkan tingkat ketimpangan pendapatan yang dapat dibelanjakan (atau pengeluaran konsumsi) penduduk secara menyeluruh.,"[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;",-,Rasio,-,,
33210018,Indeks Ketimpangan Gender (IKG),,[K00908] Kesetaraan Gender;,,"Angka yang menggambarkan suatu kondisi dan kedudukan antara laki- laki dan perempuan yang tidak setara dalam hal memperoleh hak-haknya sebagai manusia terkait akses dan kontrol sumber daya, partisipasi dalam seluruh proses pembangunan dan pengambilan keputusan, serta memperoleh manfaat dari pembangunan.",[32010026]  Wilayah;,-,Indeks,-,,
33210001,Indeks Pembangunan Gender,,"[K00472]
Pembangunan Gender;",,"Angka yang menggambarkan tingkat keberhasilan capaian pembangunan yang mengakomodasi persoalan gender pada dimensi umur panjang dan hidup sehat, pengetahuan, dan standar hidup.",[32010026] Wilayah;,-,Indeks,-,,
33210002,Indeks Pemberdayaan Gender,,"[K01395]
Pemberdayaan Gender;",,Angka yang menggambarkan ketersediaan akses yang setara bagi perempuan dan laki-laki  dalam,[32010026] Wilayah;,-,Indeks,-,,
,,,,,"mendapatkan  kesempatan dan partisipasi dalam berbagai bidang kehidupan, termasuk politik, ekonomi, dan pengambilan keputusan.",,,,,,
33210003,Indeks Pemenuhan Hak Anak (IPHA),,[K00485] Hak Asasi Manusia (HAM); [K00091] Anak;,,"Angka yang menggambarkan pencapaian  pembangunan pemenuhan hak anak atas hak sipil dan kebebasan, hak lingkungan keluarga dan pengasuhan alternatif, hak kesehatan dasar dan kesejahteraan, serta hak pendidikan dan pemanfaatan waktu luang.",[32010026] Wilayah;,-,Indeks,-,,
33210004,Indeks Perlindungan Anak (IPA),,[K01681] Perlindungan Anak;,,"Angka yang menggambarkan pencapaian pemenuhan hak anak dan perlindungan-khusus anak meliputi hak sipil dan kebebasan, hak lingkungan keluarga dan pengasuhan alternatif, hak kesehatan dasar dan kesejahteraan, hak pendidikan dan pemanfaatan waktu luang, dan perlindungan khusus.",[32010026] Wilayah;,-,Indeks,-,,
33210005,Indeks Perlindungan- Khusus Anak (IPKA),,[K01681] Perlindungan Anak;,,Angka yang menggambarkan pencapaian pembangunan perlindungan yang diterima oleh anak dalam situasi dan kondisi tertentu untuk mendapatkan jaminan rasa aman terhadap ancaman yang membahayakan diri dan jiwa dalam tumbuh kembangnya.,[32010026] Wilayah;,-,Indeks,-,,
33210019,Persentase Keluarga yang Memiliki Anak Berumur 0—6 Tahun,,[K00829] Keluarga; [K00091] Anak;,,Bagian dari populasi keluarga yang memiliki anak berumur 0—6 tahun.,"[32010026] Wilayah;
[33120021] Status Kesejahteraan;",-,Persentase,persen,,
33210020,Persentase Keluarga yang Memiliki Anggota Keluarga Lanjut Usia (Lansia),,[K00829] Keluarga; [K01055] Orang Lanjut Usia (Lansia);,,Bagian dari populasi keluarga yang memiliki satu atau lebih anggota keluarga yang telah berusia 60 tahun ke atas.,"[32010026] Wilayah;
[33120021] Status Kesejahteraan;",-,Persentase,persen,,
33210011,Persentase Keterwakilan Perempuan di Lembaga Legislatif,,[K01647] Perempuan; [K01077] Lembaga Legislatif;,,Bagian dari populasi anggota legislatif yang berjenis kelamin  perempuan.,"[32010026] Wilayah;
[11020005] Tingkatan Parlemen;",-,Persentase,persen,,
33210012,Persentase Keterwakilan Perempuan Sebagai Pengambilan Keputusan di Lembaga Eksekutif,,[K01647] Perempuan; [K01071] Lembaga Eksekutif;,,Bagian dari seluruh pimpinan setara eselon I dan II/pengambil keputusan di lembaga eksekutif yang berjenis kelamin perempuan.,[32010026] Wilayah;,-,Persentase,persen,,
33210013,Persentase Penduduk Lanjut Usia (Lansia),,[K01055] Orang Lanjut Usia (Lansia);,,Bagian dari seluruh penduduk yang berusia 60 tahun ke atas.,[32010026] Wilayah;,-,Persentase,persen,,
33210014,Persentase Penduduk Lanjut Usia (Lansia) yang Menjadi Kepala Rumah Tangga,,[K01055] Orang Lanjut Usia (Lansia); [K00859] Kepala Rumah Tangga;,,Bagian dari seluruh penduduk lanjut usia (lansia) yang menjadi kepala rumah tangga.,[32010026] Wilayah;,-,Persentase,persen,,
33210021,Persentase Perempuan sebagai Pemilik Lahan atau Pemegang Hak Atas Lahan Pertanian,,"[K01647] Perempuan; [K00497] Hak Atas Tanah;
[K01036] Lahan Pertanian/Agricultural Land;",,Bagian dari seluruh populasi pemilik lahan atau pemegang hak atas lahan pertanian yang berjenis kelamin perempuan.,[32010026] Wilayah;,-,Persentase,persen,,
33210015,Persentase Perempuan yang Berada di Posisi Manajerial,,[K01647] Perempuan; [K01764] Jabatan Manajerial;,,"Bagian dari seluruh pekerja yang menempati posisi kepemimpinan di sejumlah area seperti pemerintah di tingkat eksekutif, legislatif, peradilan dan penegak hukum, serta perusahaan milik publik atau swasta yang berjenis kelamin  perempuan.","[32010026] Wilayah;
[10120066] Umur/Usia;
[10320055] Tingkat Pendidikan; [10120063] Status Perkawinan; [10620071] Status Disabilitas; [32020020] Klasifikasi Wilayah;",-,Persentase,persen,,
33210016,Persentase Rumah Tangga yang Memiliki Penduduk Lansia,,"[K01925] Rumah Tangga;
[K01055] Orang Lanjut Usia (Lansia);",,"Bagian dari seluruh rumah tangga yang memiliki minimal satu orang anggota rumah tangga dengan kateogri
penduduk lanjut usia.",[32010026] Wilayah;,-,Persentase,persen,,
33210022,Rasio Jenis Kelamin,,"[K00704] Jenis Kelamin;
[K01476] Penduduk;",,"Perbandingan antara jumlah penduduk laki-laki dan jumlah penduduk perempuan pada suatu daerah dan waktu tertentu, yang",[32010026] Wilayah;,-,Rasio,laki-laki perseratus perempuan,,
,,,,,biasanya dinyatakan dalam banyaknya penduduk laki-laki perseratus penduduk perempuan.,,,,,,
33210017,Rasio Ketergantungan Penduduk Lansia,,"[K00922]
Ketergantungan Sosial; [K01055] Orang Lanjut Usia (Lansia);",,Perbandingan antara jumlah penduduk lanjut usia (usia 60 tahun ke atas) terhadap jumlah penduduk usia produktif (usia 15—59 tahun) yang mengindikasikan bahwa setiap 100 orang penduduk produktif harus menanggung sejumlah penduduk lanjut usia.,[32010026] Wilayah;,-,Rasio,-,,
33310021,Durasi Akses Internet,,[K00618] Internet;,,Lama waktu penggunaan internet dalam satu hari untuk mendapatkan informasi.,[32010026] Wilayah;,-,Waktu,menit,,
33310022,Frekuensi Akses Internet,,[K00618] Internet;,,Kekerapan penggunaan internet untuk mengakses bahan informasi dalam periode waktu tertentu.,[32010026] Wilayah;,-,Frekuensi,kali,,
33310023,Indeks Kematangan Keamanan Siber,,[K02364] Keamanan Siber;,,"Indeks yang menunjukkan kondisi kapabilitas dan kemajuan organisasi dalam menerapkan, meningkatkan, dan menjalankan keamanan siber secara efektif dan efisien.",[32010026] Wilayah;,-,Indeks,-,,
33310024,Indeks Maturitas Penanganan Insiden Siber,,[K02358] Insiden Siber;,,Angka yang menggambarkan kesiapan pemangku kepentingan dalam penanggulangan dan pemulihan peristiwa pelanggaran terhadap kendali keamanan siber.,[32010026] Wilayah;,-,Indeks,-,,
33310005,Jumlah Desa/Kelurahan Penerima Sinyal Internet Telepon Seluler,,"[K00371] Desa;
[K00836] Kelurahan; [K00618] Internet;",,"Banyaknya desa/kelurahan yang menerima sinyal internet telepon seluler, baik 4G/LTE, 3G/H/H+/ EVDO, maupun 2,5G/E/GPRS.",[32010026] Wilayah;,-,Total,desa/ kelurahan,,
33310025,Jumlah Transaksi Electronic Commerce (E- Commerce),,[K00415] Perdagangan Melalui Sistem Elektronik (PMSE)/ Electronic Commerce (E-commerce);,,"Banyaknya transaksi penjualan atau pembelian barang/jasa yang dapat terjadi antara usaha, rumah tangga, individu, pemerintah, dan organisasi swasta atau publik lainnya, dilakukan",[32010026] Wilayah;,-,Total,transaksi,,
,,,,,melalui serangkaian perangkat dan prosedur elektronik yang secara spesifik dirancang untuk tujuan menerima atau melakukan pesanan dengan pembayaran dan pengiriman utama barang/jasa yang tidak harus dilakukan secara  online.,,,,,,
33310011,Persentase Kecamatan yang Terjangkau Infrastruktur Jaringan Serat Optik,,[K00788]  Kecamatan; [K00689] Jaringan Serat Optik;,,Bagian dari seluruh kecamatan yang tersambung dengan jaringan telekomunikasi berbasis kabel serat optik/optical distribution point (ODP).,[32010026] Wilayah;,-,Persentase,persen,,
33310012,Persentase Penduduk Lanjut Usia yang Mengakses Internet,,[K01055] Orang Lanjut Usia (Lansia); [K00618] Internet;,,"Bagian dari seluruh penduduk lanjut usia yang memanfaatkan atau menikmati fasilitas internet untuk berkomunikasi, mencari literatur/ referensi, mencari/mengirim informasi/berita, dan lain sebagainya.",[32010026] Wilayah;,-,Persentase,persen,,
33310014,"Persentase Penduduk
Lanjut Usia yang Menggunakan Komputer",,"[K01055] Orang Lanjut
Usia (Lansia); [K00955] Komputer;",,"Bagian dari seluruh penduduk lanjut
usia yang menggunakan komputer, termasuk laptop dan tablet.",[32010026] Wilayah;,-,Persentase,persen,,
33310013,Persentase Penduduk Lanjut Usia yang Menggunakan Telepon Genggam,,[K01476] Penduduk; [K01055] Orang Lanjut Usia (Lansia); [K02137] Telepon Genggam/Telepon Seluler;,,"Bagian dari seluruh penduduk lanjut usia yang menggunakan alat komunikasi jarak jauh dengan menggunakan jaringan seluler dan jaringan nirkabel lainnya, termasuk smartphone.",[32010026] Wilayah;,-,Persentase,persen,,
33310016,Persentase Penduduk yang Menggunakan Internet,,[K01476] Penduduk; [K00618] Internet;,,Bagian dari seluruh penduduk yang dapat mengakses dan menggunakan internet.,"[32010026] Wilayah;
[32020020] Klasifikasi Wilayah;
[10120066] Umur/Usia;",-,Persentase,persen,,
33310015,Persentase Penduduk yang Menguasai Telepon Genggam,,[K01476] Penduduk; [K02137] Telepon Genggam/Telepon Seluler;,,Bagian dari seluruh penduduk yang menguasai telepon genggam.,[32010026] Wilayah;,-,Persentase,persen,,
33310027,Persentase Satuan Pendidikan dengan,,[K01971] Satuan Pendidikan; [K00618] Internet;,,Bagian dari populasi satuan pendidikan yang memiliki akses internet untuk tujuan pembelajaran.,"[32010026] Wilayah;
[10320055] Tingkat Pendidikan;",-,Persentase,persen,,
,Akses ke Internet untuk Tujuan Pembelajaran,,,,,[10320009] Jenjang Pendidikan; [10320051] Status Satuan Pendidikan;,,,,,
33310028,Persentase Satuan Pendidikan dengan Akses Komputer untuk Tujuan Pembelajaran,,[K01971] Satuan Pendidikan; [K00955] Komputer;,,Bagian dari populasi satuan pendidikan yang yang memiliki akses komputer untuk tujuan pembelajaran.,"[32010026] Wilayah;
[10320051] Status Satuan Pendidikan; [10320055] Tingkat Pendidikan; [10320009] Jenjang Pendidikan;",-,Persentase,persen,,
33310017,Persentase Sekolah dengan Akses Internet untuk Pengajaran,,[K01976] Sekolah; [K00618] Internet;,,"Bagian dari populasi sekolah berdasarkan tingkat pendidikan  (dasar, menengah, dan menengah atas) yang memiliki akses terhadap internet untuk tujuan pengajaran.",[32010026] Wilayah;,-,Persentase,persen,,
33310018,Persentase Sekolah dengan Akses Komputer untuk Pengajaran,,[K01976] Sekolah; [K00955] Komputer;,,"Bagian dari populasi sekolah berdasarkan tingkat pendidikan  (dasar, menengah, dan menengah atas) yang memiliki akses terhadap komputer untuk tujuan pengajaran.",[32010026] Wilayah;,-,Persentase,persen,,
33310019,Rasio Anak Berusia 5—17 Tahun yang Pernah Mengakses Internet antara Anak Disabilitas dan non- Disabilitas,,"[K00091] Anak;
[K00618] Internet; [K00388] Disabilitas;",,Angka yang menggambarkan perbandingan pengalaman mengakses internet antara anak berumur 5—17 tahun yang merupakan penyandang disabilitas dan nonpenyandang disabilitas.,[32010026] Wilayah;,-,Rasio,-,,
33310029,Rata-rata Transaksi Electronic Commerce (E- Commerce),,[K00415] Perdagangan Melalui Sistem Elektronik (PMSE)/ Electronic Commerce (E-commerce);,,"Rata-rata banyaknya kesepakatan jual-beli yang dilakukan antara penjual dan pembeli melalui jaringan internet atau secara  online dalam satu bulan selama setahun, baik dengan
transaksi pembayaran melalui jaringan internet maupun tidak.",[32010026] Wilayah;,-,Rata-rata,transaksi,,
34010020,Distribusi Persentase Standar Nasional Indonesia (SNI),,[K02386] Standar Nasional Indonesia (SNI);,,"Angka yang menggambarkan bagian dari keseluruhan aturan standarisasi barang, jasa, proses, sistem, dan personel yang ditetapkan oleh lembaga",[32010026] Wilayah;,-,Persentase,persen,,
,,,,,"yang berwenang, dan disajikan dalam kelompok atau disagregasi tertentu.",,,,,,
34010002,"Gross Difference Rate
(GDR)",,"[K00896] Kesalahan Isian;
[K01765]  Post-
Enumeration Survey;",,Jumlah diskrepansi antara respons sensus/survei dan respons post- enumeration survey (PES) relatif terhadap total jumlah unit observasi yang sepadan/matched.,[32010026] Wilayah;,-,Persentase,persen,,
34010003,Indeks Inkonsistensi/Index of Inconsistency,,"[K00896] Kesalahan Isian;
[K01765]  Post-
Enumeration Survey;",,Jumlah relatif kasus yang responsnya bervariasi antara data sensus dan data survei pascasensus atau post- enumeration survey (PES).,[32010026] Wilayah;,-,Indeks,-,,
34010022,Jumlah Arsip Aktif,,[K02341] Arsip;,,"Banyaknya rekaman kegiatan atau peristiwa dalam berbagai bentuk dan media sesuai dengan perkembangan teknologi informasi dan komunikasi, yang frekuensi penggunaannya tinggi dan/atau terus menerus.",[32010026] Wilayah;,-,Total,berkas,,
34010023,Jumlah Arsip Inaktif,,[K02341] Arsip;,,"Banyaknya rekaman kegiatan atau peristiwa dalam berbagai bentuk dan media sesuai dengan perkembangan teknologi informasi dan komunikasi, yang frekuensi penggunaannya telah menurun.",[32010026] Wilayah;,-,Total,berkas,,
34010024,Jumlah Arsip Statis,,[K02341] Arsip;,,"Banyaknya rekaman  kegiatan atau peristiwa dalam berbagai bentuk dan media sesuai dengan perkembangan teknologi informasi dan komunikasi, yang dihasilkan oleh pencipta arsip karena memiliki nilai guna kesejarahan, telah habis retensinya, dan berketerangan dipermanenkan yang telah diverifikasi baik secara langsung maupun tidak langsung oleh lembaga nasional yang berwenang dalam bidang kearsipan dan/atau lembaga kearsipan lainnya.",[32010026] Wilayah;,-,Total,berkas,,
34010025,Jumlah Arsip Vital,,[K02341] Arsip;,,Banyaknya rekaman kegiatan atau peristiwa dalam berbagai bentuk dan,[32010026] Wilayah;,-,Total,berkas,,
